listing_id,sqft,bedrooms,bathrooms,age_years,neighborhood,has_garage,price
L201114,1085,1,1,45,suburbs,yes,232700.0
L201115,2417,3,3,28,waterfront,yes,545300.0
L201116,2300,3,3,51,suburbs,yes,430000.0
L201117,4091,5,4,21,suburbs,yes,719700.0
L201118,1745,2,2,68,suburbs,yes,282800.0
L201119,4375,4,3,53,suburbs,no,676600.0
L201120,4079,5,4,22,suburbs,yes,721200.0
L201121,3653,5,4,6,downtown,no,733000.0
L201122,3334,3,3,50,downtown,yes,649200.0
L201123,1835,2,1,71,rural,yes,285000.0
L201124,1234,3,3,74,suburbs,no,240900.0
L201125,3680,4,4,53,suburbs,yes,616700.0
L201126,3337,4,3,75,downtown,yes,612600.0
L201127,3843,3,2,65,downtown,yes,627600.0
L201128,2738,3,2,30,suburbs,yes,492500.0
L201129,4103,4,4,67,suburbs,yes,680600.0
L201130,918,1,1,8,suburbs,yes,256000.0
L201131,1027,1,1,71,suburbs,yes,172000.0
L201132,871,1,1,73,suburbs,yes,179300.0
L201133,1853,1,1,45,downtown,yes,357600.0
L201134,1175,1,1,73,downtown,no,279500.0
L201135,758,1,1,10,downtown,yes,280400.0
L201136,3760,4,3,7,suburbs,yes,689100.0
L201137,1208,1,1,27,downtown,yes,295000.0
L201138,3836,4,3,6,suburbs,no,651700.0
L201139,3106,5,4,19,downtown,yes,631400.0
L201140,2971,4,3,14,suburbs,yes,520400.0
L201141,1056,1,1,36,suburbs,no,201700.0
L201142,660,1,1,51,waterfront,yes,251400.0
L201143,1144,1,1,15,rural,yes,213700.0
L201144,1836,1,1,24,waterfront,no,433100.0
L201145,4330,3,3,59,suburbs,yes,660200.0
L201146,2163,2,1,19,waterfront,yes,532200.0
L201147,1509,1,1,26,downtown,yes,338900.0
L201148,1709,2,1,63,suburbs,no,293400.0
L201149,1905,2,1,31,suburbs,no,295800.0
L201150,2866,3,3,19,suburbs,yes,494900.0
L201151,3744,4,3,64,downtown,yes,663200.0
L201152,842,1,1,76,suburbs,yes,149200.0
L201153,3621,3,2,72,waterfront,no,670800.0
L201154,677,1,1,35,suburbs,yes,186900.0
L201155,1854,1,1,1,downtown,yes,430600.0
L201156,2892,4,4,33,downtown,no,554200.0
L201157,1009,2,1,61,downtown,no,309100.0
L201158,1631,2,2,75,rural,yes,243200.0
L201159,3090,3,2,5,suburbs,yes,579900.0
L201160,3277,4,3,9,downtown,no,629500.0
L201161,923,1,1,22,rural,yes,183200.0
L201162,3632,3,2,9,suburbs,no,629000.0
L201163,2191,3,2,14,rural,yes,346900.0
L201164,2983,4,3,34,rural,yes,544100.0
L201165,1429,1,1,20,suburbs,no,235500.0
L201166,4459,5,4,46,waterfront,no,844700.0
L201167,3568,4,3,75,rural,yes,534400.0
L201168,3107,3,2,40,downtown,no,552800.0
L201169,1325,1,1,40,suburbs,yes,226500.0
L201170,3613,4,4,76,waterfront,no,669200.0
L201171,2071,2,1,48,suburbs,yes,368600.0
L201172,3099,4,3,79,suburbs,no,498500.0
L201173,3135,3,2,73,rural,no,451000.0
L201174,3741,4,4,3,suburbs,no,680700.0
L201175,3860,4,4,75,suburbs,yes,673600.0
L201176,2123,2,1,13,downtown,yes,405800.0
L201177,916,1,1,21,rural,yes,208000.0
L201178,2293,3,2,44,rural,yes,374200.0
L201179,2160,2,2,61,waterfront,no,431800.0
L201180,1907,2,2,76,rural,yes,293500.0
L201181,2505,3,2,36,downtown,yes,498000.0
L201182,2848,3,2,22,suburbs,yes,521600.0
L201183,3031,2,1,30,suburbs,no,487000.0
L201184,2061,3,2,29,downtown,yes,453300.0
L201185,3004,4,3,23,rural,no,486300.0
L201186,4452,4,4,18,downtown,yes,792200.0
L201187,3137,4,4,56,suburbs,yes,561900.0
L201188,2951,3,2,77,rural,yes,427400.0
L201189,1713,2,2,47,rural,yes,289300.0
L201190,1909,2,2,12,downtown,yes,461800.0
L201191,801,1,1,53,downtown,no,196700.0
L201192,2581,3,2,45,suburbs,yes,461800.0
L201193,890,1,1,32,suburbs,no,169200.0
L201194,3644,4,4,1,rural,no,604200.0
L201195,4332,5,4,62,suburbs,no,663800.0
L201196,3743,4,3,48,downtown,yes,684600.0
L201197,1210,1,1,18,suburbs,yes,236900.0
L201198,3084,4,3,31,suburbs,yes,525200.0
L201199,2279,3,3,42,rural,yes,332600.0
L201200,609,1,1,45,downtown,yes,153500.0
L201201,3394,3,3,52,suburbs,yes,606200.0
L201202,3987,4,4,6,suburbs,yes,703300.0
L201203,2400,3,3,42,suburbs,yes,394500.0
L201204,4148,4,3,7,suburbs,yes,700100.0
L201205,816,1,1,13,suburbs,no,175100.0
L201206,3999,4,4,7,suburbs,yes,714500.0
L201207,3256,3,2,49,downtown,yes,589800.0
L201208,3217,3,2,66,downtown,yes,627100.0
L201209,2561,3,2,77,downtown,yes,527600.0
L201210,705,1,1,57,downtown,yes,208700.0
L201211,2363,3,2,62,suburbs,yes,391100.0
L201212,4308,5,4,10,downtown,yes,825700.0
L201213,2403,2,2,0,downtown,yes,470200.0
L201214,864,1,1,25,waterfront,yes,331900.0
L201215,2527,3,2,28,suburbs,yes,454700.0
L201216,1182,1,1,34,rural,no,149100.0
L201217,2243,3,2,53,suburbs,yes,376000.0
L201218,3048,3,2,7,downtown,yes,614500.0
L201219,861,1,1,8,suburbs,yes,158500.0
L201220,2401,2,2,67,suburbs,no,352200.0
L201221,2571,5,4,46,downtown,yes,532500.0
L201222,3543,3,2,29,downtown,yes,676200.0
L201223,865,3,3,66,downtown,yes,299200.0
L201224,3069,3,3,53,downtown,no,569700.0
L201225,3024,4,4,67,downtown,yes,499800.0
L201226,616,1,1,51,downtown,yes,163500.0
L201227,1066,1,1,40,suburbs,yes,290600.0
L201228,3106,4,4,73,downtown,no,574400.0
L201229,3954,4,4,79,rural,yes,544200.0
L201230,3947,5,4,59,downtown,yes,785700.0
L201231,3598,4,4,50,suburbs,yes,579300.0
L201232,3923,4,4,2,rural,yes,681000.0
L201233,2965,3,3,69,suburbs,yes,459200.0
L201234,1213,2,2,12,suburbs,no,307300.0
L201235,2672,2,1,2,suburbs,yes,435100.0
L201236,1954,2,2,35,suburbs,yes,337900.0
L201237,1594,2,2,6,downtown,yes,411600.0
L201238,1066,1,1,7,suburbs,yes,215800.0
L201239,677,1,1,37,suburbs,yes,163300.0
L201240,3530,3,2,31,suburbs,yes,609200.0
L201241,1264,1,1,10,waterfront,yes,379400.0
L201242,3047,4,3,78,waterfront,no,581400.0
L201243,1779,2,2,16,downtown,yes,383600.0
L201244,2489,2,1,16,suburbs,no,409100.0
L201245,2149,3,2,64,downtown,no,428300.0
L201246,1769,3,3,56,rural,yes,321200.0
L201247,2474,2,1,28,suburbs,no,412100.0
L201248,3669,4,3,20,suburbs,yes,655200.0
L201249,2565,2,2,73,suburbs,yes,367900.0
L201250,3686,5,4,2,suburbs,yes,682900.0
L201251,4151,5,4,51,downtown,yes,759700.0
L201252,2515,3,3,7,suburbs,yes,486900.0
L201253,3730,4,3,0,rural,yes,651000.0
L201254,1085,1,1,8,suburbs,yes,205200.0
L201255,2807,3,2,44,downtown,yes,534000.0
L201256,2414,3,3,23,suburbs,yes,480900.0
L201257,622,1,1,55,suburbs,yes,136700.0
L201258,4094,4,4,76,suburbs,no,643900.0
L201259,3491,4,3,3,downtown,no,640900.0
L201260,2877,3,3,49,suburbs,yes,505200.0
L201261,3313,4,3,72,downtown,no,556500.0
L201262,3540,4,4,9,suburbs,no,617900.0
L201263,3632,3,3,33,suburbs,yes,597800.0
L201264,1749,3,3,5,rural,no,333700.0
L201265,2229,3,2,8,rural,no,364700.0
L201266,1938,2,1,77,rural,no,254500.0
L201267,4152,4,3,20,rural,yes,652500.0
L201268,1056,3,3,13,downtown,no,304200.0
L201269,4138,6,4,71,suburbs,yes,700900.0
L201270,1936,3,3,21,suburbs,no,358600.0
L201271,3636,4,3,22,rural,yes,593600.0
L201272,1261,2,2,67,rural,no,189100.0
L201273,3889,5,4,60,downtown,no,727500.0
L201274,2702,3,3,44,downtown,yes,549700.0
L201275,4440,5,4,67,rural,yes,666700.0
L201276,2135,3,3,18,downtown,yes,491700.0
L201277,4478,6,4,63,downtown,yes,843700.0
L201278,3859,5,4,53,waterfront,no,781500.0
L201279,631,1,1,45,waterfront,no,183000.0
L201280,2092,3,3,29,suburbs,no,389300.0
L201281,2182,2,2,9,downtown,no,484900.0
L201282,1428,1,1,46,suburbs,yes,237900.0
L201283,4024,4,3,64,downtown,yes,784700.0
L201284,928,1,1,7,downtown,yes,215800.0
L201285,1608,1,1,12,downtown,yes,365200.0
L201286,1585,1,1,70,rural,no,225000.0
L201287,2232,1,1,69,suburbs,no,332600.0
L201288,3319,3,2,47,downtown,yes,609900.0
L201289,626,1,1,36,suburbs,yes,118800.0
L201290,3042,4,4,0,downtown,yes,620500.0
L201291,2179,3,2,72,rural,yes,350800.0
L201292,3017,4,4,44,downtown,yes,543300.0
L201293,840,1,1,6,downtown,yes,281400.0
L201294,3946,4,3,28,suburbs,yes,667200.0
L201295,2851,3,2,66,downtown,no,524100.0
L201296,1585,2,1,72,downtown,yes,343500.0
L201297,3679,4,4,50,waterfront,yes,837300.0
L201298,2436,2,2,11,rural,yes,444200.0
L201299,2122,3,3,12,waterfront,no,490400.0
L201300,1255,1,1,26,suburbs,no,279900.0
L201301,2512,2,2,61,downtown,yes,402000.0
L201302,1453,2,1,61,waterfront,yes,361500.0
L201303,3461,4,3,59,suburbs,no,566700.0
L201304,2046,2,2,18,suburbs,yes,370900.0
L201305,1061,1,1,24,suburbs,yes,222400.0
L201306,3357,3,2,25,suburbs,yes,564800.0
L201307,3895,4,4,58,suburbs,yes,680000.0
L201308,3851,4,4,61,rural,no,582300.0
L201309,2491,1,1,2,waterfront,yes,550200.0
L201310,1798,3,3,56,rural,no,334200.0
L201311,1463,1,1,31,rural,no,245200.0
L201312,2151,2,2,28,suburbs,yes,381500.0
L201313,995,2,2,40,suburbs,yes,226100.0
L201314,4061,5,4,37,suburbs,yes,746800.0
L201315,1571,2,2,78,suburbs,no,214900.0
L201316,3642,3,2,44,downtown,yes,626500.0
L201317,2102,2,1,66,suburbs,yes,325100.0
L201318,3292,4,3,71,suburbs,no,534500.0
L201319,4151,5,4,78,suburbs,yes,703900.0
L201320,2187,3,3,52,suburbs,yes,373500.0
L201321,4362,6,4,75,rural,yes,670100.0
L201322,1930,3,2,47,downtown,yes,378800.0
L201323,1592,1,1,29,rural,yes,232100.0
L201324,3421,5,4,64,downtown,yes,632300.0
L201325,1148,1,1,70,suburbs,no,121600.0
L201326,963,1,1,24,rural,no,142600.0
L201327,2035,1,1,77,waterfront,yes,403100.0
L201328,2719,1,1,35,suburbs,yes,434600.0
L201329,2425,2,2,18,rural,no,429600.0
L201330,837,1,1,54,rural,yes,90100.0
L201331,2738,2,1,19,downtown,no,536500.0
L201332,3031,3,2,32,suburbs,yes,559400.0
L201333,1710,1,1,42,rural,yes,285900.0
L201334,2816,3,3,38,downtown,yes,560400.0
L201335,1983,2,2,9,suburbs,yes,410300.0
L201336,833,2,2,12,suburbs,yes,229800.0
L201337,3501,4,3,6,suburbs,no,638100.0
L201338,2237,4,3,48,suburbs,no,402700.0
L201339,4436,5,4,79,downtown,yes,752300.0
L201340,1350,3,2,51,suburbs,no,281300.0
L201341,629,1,1,44,rural,yes,174100.0
L201342,3712,4,4,68,suburbs,yes,605800.0
L201343,3962,6,4,1,suburbs,yes,727400.0
L201344,4161,3,2,6,suburbs,yes,699500.0
L201345,4459,5,4,79,downtown,no,730300.0
L201346,1827,1,1,71,downtown,yes,323800.0
L201347,3247,2,2,44,suburbs,yes,534000.0
L201348,714,1,1,6,downtown,yes,238800.0
L201349,2228,3,2,15,downtown,no,464300.0
L201350,4100,4,4,59,suburbs,no,661500.0
L201351,3073,3,2,18,waterfront,yes,651900.0
L201352,3893,5,4,47,downtown,yes,709300.0
L201353,4289,5,4,60,suburbs,yes,724300.0
L201354,3707,4,3,32,suburbs,yes,641600.0
L201355,3280,4,3,37,rural,no,502600.0
L201356,1989,3,2,73,downtown,no,394400.0
L201357,2673,2,2,78,rural,no,358200.0
L201358,910,1,1,36,waterfront,yes,320900.0
L201359,2850,3,3,16,downtown,yes,573100.0
L201360,4401,5,4,1,downtown,no,831200.0
L201361,1176,1,1,14,suburbs,yes,243800.0
L201362,2524,2,2,41,downtown,yes,486200.0
L201363,4107,4,4,78,downtown,yes,729800.0
L201364,1990,3,3,42,rural,yes,364100.0
L201365,2897,2,1,78,suburbs,no,429200.0
L201366,3631,2,2,59,suburbs,yes,570700.0
L201367,3673,4,3,6,suburbs,no,625600.0
L201368,3215,3,2,28,suburbs,yes,501200.0
L201369,844,1,1,46,rural,yes,138200.0
L201370,763,1,1,5,rural,no,112200.0
L201371,3543,4,3,1,rural,no,576100.0
L201372,4337,5,4,27,suburbs,yes,724900.0
L201373,1644,2,2,71,rural,yes,232400.0
L201374,2768,4,3,48,rural,yes,442700.0
L201375,878,1,1,41,suburbs,yes,188300.0
L201376,1334,2,2,43,suburbs,yes,267700.0
L201377,2489,2,2,43,suburbs,yes,423800.0
L201378,662,1,1,67,suburbs,yes,155300.0
L201379,2896,2,1,25,downtown,no,604900.0
L201380,2753,3,2,21,downtown,no,545300.0
L201381,961,1,1,22,downtown,yes,285600.0
L201382,2916,3,2,45,downtown,no,543200.0
L201383,2376,3,2,21,suburbs,yes,451000.0
L201384,988,1,1,78,suburbs,yes,121300.0
L201385,1452,2,1,55,suburbs,yes,189700.0
L201386,2725,3,2,25,suburbs,no,412600.0
L201387,3762,4,3,20,suburbs,no,620100.0
L201388,2283,3,2,34,rural,yes,415600.0
L201389,3065,4,3,68,suburbs,yes,521100.0
L201390,2306,2,1,79,suburbs,yes,347900.0
L201391,3959,5,4,42,rural,no,650900.0
L201392,4403,5,4,11,downtown,yes,837400.0
L201393,2248,2,1,3,suburbs,yes,376400.0
L201394,1753,1,1,45,rural,no,262100.0
L201395,2845,3,3,49,downtown,yes,567900.0
L201396,4048,5,4,29,downtown,yes,817000.0
L201397,2937,2,1,71,suburbs,yes,450400.0
L201398,1943,2,1,3,suburbs,yes,410000.0
L201399,3627,4,3,24,waterfront,yes,738500.0
L201400,1300,1,1,60,rural,no,233200.0
L201401,1664,1,1,19,downtown,no,333900.0
L201402,1193,1,1,15,suburbs,no,242100.0
L201403,4160,4,3,58,rural,yes,653200.0
L201404,4268,4,4,71,suburbs,yes,727000.0
L201405,4338,4,3,14,suburbs,yes,770000.0
L201406,690,1,1,33,downtown,yes,190100.0
L201407,4107,4,3,77,waterfront,yes,765000.0
L201408,1454,3,3,11,suburbs,no,360900.0
L201409,4314,6,4,11,downtown,yes,830600.0
L201410,1927,2,1,19,downtown,no,417900.0
L201411,1793,1,1,38,rural,no,234900.0
L201412,3161,4,4,66,suburbs,yes,532600.0
L201413,3681,5,4,34,downtown,yes,691400.0
L201414,2065,4,3,29,suburbs,no,414000.0
L201415,3815,6,4,67,waterfront,yes,791900.0
L201416,679,1,1,20,suburbs,yes,195700.0
L201417,4104,5,4,29,suburbs,yes,685200.0
L201418,2616,3,2,19,suburbs,no,468800.0
L201419,2693,3,3,8,downtown,yes,559100.0
L201420,4049,5,4,46,waterfront,yes,749900.0
L201421,814,1,1,77,downtown,no,194900.0
L201422,4057,5,4,20,downtown,no,790300.0
L201423,1392,1,1,5,downtown,yes,376100.0
L201424,4467,4,4,74,downtown,no,759300.0
L201425,3404,5,4,8,suburbs,no,636900.0
L201426,1935,2,2,3,waterfront,no,494100.0
L201427,858,2,2,58,downtown,no,206700.0
L201428,1077,1,1,12,downtown,yes,264800.0
L201429,1075,1,1,79,suburbs,no,157100.0
L201430,871,1,1,34,waterfront,no,279800.0
L201431,3002,2,1,53,waterfront,yes,598100.0
L201432,3981,3,2,16,waterfront,yes,773100.0
L201433,3718,5,4,16,downtown,yes,734000.0
L201434,3518,3,3,62,suburbs,yes,544300.0
L201435,4423,6,4,40,suburbs,yes,798300.0
L201436,3047,3,3,73,downtown,yes,510700.0
L201437,970,1,1,73,suburbs,yes,161400.0
L201438,2537,3,2,48,suburbs,yes,430700.0
L201439,3556,2,2,62,suburbs,no,536900.0
L201440,2383,2,1,68,downtown,yes,416100.0
L201441,1797,2,2,46,suburbs,no,269000.0
L201442,2526,2,1,64,suburbs,yes,406400.0
L201443,3646,4,3,2,downtown,no,688700.0
L201444,2018,3,3,12,downtown,yes,470500.0
L201445,1977,2,2,37,suburbs,yes,312900.0
L201446,2451,3,2,6,downtown,yes,560300.0
L201447,2235,2,1,36,downtown,yes,440100.0
L201448,1420,1,1,50,downtown,no,213800.0
L201449,1691,2,2,29,downtown,yes,385300.0
L201450,1059,1,1,78,downtown,yes,220100.0
L201451,3530,3,2,69,rural,no,484700.0
L201452,1424,1,1,66,rural,yes,233400.0
L201453,4416,3,3,56,downtown,yes,784700.0
L201454,4386,5,4,49,suburbs,no,729400.0
L201455,3221,3,2,52,downtown,yes,590300.0
L201456,4463,5,4,8,downtown,yes,852000.0
L201457,3968,5,4,75,rural,yes,587100.0
L201458,3530,3,3,62,waterfront,yes,697400.0
L201459,1987,1,1,23,downtown,yes,436700.0
L201460,3865,5,4,54,rural,yes,654900.0
L201461,1929,4,4,33,suburbs,yes,366400.0
L201462,1003,2,1,74,rural,yes,153900.0
L201463,2806,3,3,42,suburbs,yes,459200.0
L201464,1079,1,1,56,suburbs,no,181200.0
L201465,959,1,1,15,rural,no,144500.0
L201466,961,1,1,8,suburbs,yes,192400.0
L201467,4154,6,4,72,waterfront,yes,825900.0
L201468,846,1,1,48,suburbs,yes,147900.0
L201469,2138,3,3,53,waterfront,yes,485100.0
L201470,3514,3,2,32,rural,yes,564200.0
L201471,3727,5,4,50,suburbs,yes,605700.0
L201472,819,1,1,33,suburbs,yes,166200.0
L201473,4085,5,4,50,waterfront,no,759500.0
L201474,4301,5,4,50,suburbs,no,674300.0
L201475,4382,4,4,17,suburbs,no,763100.0
L201476,3150,3,2,71,downtown,no,537800.0
L201477,2597,3,3,75,downtown,yes,473600.0
L201478,1266,1,1,60,downtown,yes,296500.0
L201479,1081,1,1,1,downtown,yes,336900.0
L201480,3788,5,4,1,suburbs,yes,696800.0
L201481,3916,5,4,64,suburbs,yes,683600.0
L201482,3812,5,4,11,downtown,yes,732100.0
L201483,3011,4,4,78,suburbs,no,494500.0
L201484,2799,3,2,29,downtown,yes,547800.0
L201485,1354,1,1,14,suburbs,yes,272500.0
L201486,954,1,1,54,suburbs,no,185500.0
L201487,1383,1,1,54,waterfront,yes,319700.0
L201488,2163,3,3,50,suburbs,yes,368600.0
L201489,1775,1,1,61,rural,yes,243600.0
L201490,2739,4,3,40,suburbs,yes,467200.0
L201491,3648,4,3,25,rural,no,591500.0
L201492,3500,4,4,34,suburbs,no,602200.0
L201493,3829,4,3,50,waterfront,no,742500.0
L201494,1764,3,2,63,suburbs,yes,305500.0
L201495,4249,4,4,34,waterfront,no,855400.0
L201496,4005,4,4,7,rural,no,664500.0
L201497,1960,3,3,32,waterfront,no,478000.0
L201498,1577,2,2,47,suburbs,yes,291800.0
L201499,4062,4,4,61,downtown,yes,747500.0
L201500,4492,5,4,64,suburbs,yes,744000.0
L201501,2413,2,2,63,waterfront,yes,492800.0
L201502,1048,1,1,21,waterfront,no,365000.0
L201503,2965,4,3,1,waterfront,no,670800.0
L201504,3848,5,4,16,suburbs,no,643100.0
L201505,2428,3,3,9,rural,yes,385300.0
L201506,1115,1,1,53,suburbs,yes,216900.0
L201507,3468,4,4,21,suburbs,no,635000.0
L201508,3561,3,3,14,suburbs,yes,626600.0
L201509,4012,5,4,43,suburbs,yes,703600.0
L201510,3962,4,4,39,suburbs,yes,688400.0
L201511,2463,4,4,56,suburbs,no,434100.0
L201512,1820,3,2,73,suburbs,yes,273400.0
L201513,1245,1,1,6,suburbs,yes,238000.0
L201514,995,1,1,4,downtown,yes,302000.0
L201515,3824,4,3,65,suburbs,no,623000.0
L201516,4499,5,4,72,downtown,yes,788400.0
L201517,3108,4,4,26,downtown,yes,609600.0
L201518,4387,5,4,15,downtown,yes,827500.0
L201519,1799,2,1,23,downtown,yes,382900.0
L201520,3551,5,4,38,rural,yes,595800.0
L201521,2148,2,2,0,rural,yes,381000.0
L201522,2107,2,1,10,suburbs,no,350500.0
L201523,3096,4,3,2,suburbs,no,576800.0
L201524,1124,1,1,56,suburbs,yes,194400.0
L201525,2207,1,1,35,rural,yes,349200.0
L201526,2230,2,2,79,suburbs,yes,357600.0
L201527,2279,3,3,35,downtown,yes,517600.0
L201528,3409,4,4,24,rural,yes,590600.0
L201529,1684,2,1,24,suburbs,yes,324700.0
L201530,1194,1,1,73,waterfront,yes,324000.0
L201531,2982,4,4,15,rural,yes,576600.0
L201532,665,1,1,58,suburbs,no,116600.0
L201533,4453,5,4,70,waterfront,yes,852500.0
L201534,4125,4,3,77,downtown,yes,718500.0
L201535,2093,3,3,6,suburbs,yes,367100.0
L201536,3329,3,2,53,suburbs,yes,545000.0
L201537,2623,3,2,64,rural,yes,430400.0
L201538,3305,3,3,54,suburbs,yes,560400.0
L201539,1455,2,2,67,downtown,yes,354900.0
L201540,4294,5,4,75,downtown,yes,781800.0
L201541,4037,4,3,70,suburbs,yes,661700.0
L201542,2630,3,3,58,suburbs,yes,472000.0
L201543,4022,5,4,15,suburbs,no,706200.0
L201544,1840,2,2,67,suburbs,no,289000.0
L201545,3663,4,4,54,suburbs,yes,615400.0
L201546,4146,4,3,22,downtown,yes,703300.0
L201547,3314,4,4,51,downtown,no,657000.0
L201548,4444,5,4,13,rural,yes,737800.0
L201549,1435,1,1,66,suburbs,yes,208000.0
L201550,679,1,1,51,suburbs,no,116100.0
L201551,2653,2,1,51,suburbs,yes,472500.0
L201552,1889,2,2,20,downtown,yes,417300.0
L201553,3092,2,1,12,downtown,no,572700.0
L201554,2013,3,2,34,rural,yes,395800.0
L201555,3988,4,3,27,downtown,yes,757600.0
L201556,1033,1,1,68,downtown,yes,229000.0
L201557,4358,4,3,78,suburbs,no,630200.0
L201558,1464,1,1,50,rural,no,221900.0
L201559,1874,1,1,63,suburbs,yes,281000.0
L201560,695,1,1,75,suburbs,yes,139800.0
L201561,3246,4,3,58,waterfront,yes,666800.0
L201562,3316,4,3,28,rural,yes,562100.0
L201563,4224,4,4,18,suburbs,yes,748400.0
L201564,1016,1,1,22,downtown,no,212400.0
L201565,2481,2,1,25,suburbs,no,413600.0
L201566,4061,4,4,17,waterfront,no,808500.0
L201567,717,1,1,54,suburbs,yes,150400.0
L201568,2877,3,2,78,waterfront,yes,592000.0
L201569,1496,2,1,20,suburbs,no,280200.0
L201570,1989,2,1,34,downtown,no,378100.0
L201571,3547,4,4,75,suburbs,yes,557300.0
L201572,3754,5,4,73,waterfront,yes,708500.0
L201573,622,1,1,2,downtown,no,219500.0
L201574,3137,4,3,27,suburbs,yes,570700.0
L201575,2137,3,3,27,suburbs,no,382000.0
L201576,3536,4,4,23,suburbs,yes,646400.0
L201577,3881,4,4,75,suburbs,yes,629500.0
L201578,4023,4,3,61,suburbs,yes,652300.0
L201579,998,1,1,5,waterfront,yes,305800.0
L201580,3749,4,3,49,suburbs,no,599600.0
L201581,4361,4,3,46,rural,yes,706800.0
L201582,3638,3,2,41,downtown,yes,690500.0
L201583,2070,2,2,57,suburbs,yes,346400.0
L201584,3446,5,4,35,downtown,yes,697100.0
L201585,864,2,2,56,downtown,yes,278500.0
L201586,2072,3,3,37,suburbs,yes,365000.0
L201587,3814,5,4,75,suburbs,yes,642900.0
L201588,3142,4,4,66,downtown,yes,600800.0
L201589,1634,1,1,4,rural,no,293400.0
L201590,2806,3,3,12,suburbs,yes,490400.0
L201591,606,1,1,31,waterfront,yes,273900.0
L201592,4357,4,3,4,rural,yes,710300.0
L201593,2747,3,2,5,suburbs,yes,510200.0
L201594,2553,3,3,0,suburbs,no,501000.0
L201595,1900,1,1,71,waterfront,yes,452100.0
L201596,1465,2,2,39,suburbs,no,296700.0
L201597,1881,1,1,62,suburbs,yes,275000.0
L201598,2385,3,3,65,suburbs,yes,398100.0
L201599,2260,2,2,13,downtown,yes,498200.0
L201600,2217,4,4,53,rural,yes,402100.0
L201601,2581,4,4,49,downtown,yes,524600.0
L201602,2427,3,3,79,downtown,no,426700.0
L201603,1808,1,1,69,suburbs,no,171300.0
L201604,2866,2,1,48,rural,yes,391000.0
L201605,1560,1,1,54,waterfront,no,358600.0
L201606,4297,6,4,40,suburbs,yes,735300.0
L201607,3201,3,2,46,suburbs,no,525600.0
L201608,1696,2,2,46,suburbs,no,307700.0
L201609,3301,3,2,70,downtown,no,626600.0
L201610,4379,4,4,70,downtown,yes,746800.0
L201611,3582,4,4,17,rural,yes,558100.0
L201612,3640,4,3,1,rural,yes,595600.0
L201613,1450,1,1,20,downtown,yes,374900.0
L201614,1313,1,1,37,suburbs,yes,240500.0
L201615,2789,3,2,17,waterfront,no,626200.0
L201616,1693,2,2,32,suburbs,yes,304300.0
L201617,1069,1,1,34,suburbs,yes,195900.0
L201618,4146,5,4,76,downtown,yes,697800.0
L201619,1946,1,1,35,suburbs,yes,322200.0
L201620,3725,4,4,14,suburbs,yes,659600.0
L201621,3453,4,3,32,suburbs,no,604500.0
L201622,1159,1,1,2,suburbs,no,245700.0
L201623,1331,2,1,2,suburbs,yes,332400.0
L201624,2879,2,1,50,suburbs,yes,457200.0
L201625,3032,3,3,20,suburbs,yes,542500.0
L201626,1680,1,1,50,downtown,yes,340800.0
L201627,1198,1,1,2,suburbs,yes,234700.0
L201628,3056,3,3,25,suburbs,yes,546100.0
L201629,1520,2,1,45,downtown,yes,327900.0
L201630,1276,1,1,43,waterfront,yes,391800.0
L201631,2075,3,3,47,suburbs,yes,361200.0
L201632,1972,2,2,47,rural,no,292000.0
L201633,2168,1,1,25,waterfront,no,443400.0
L201634,2115,3,3,28,downtown,yes,470200.0
L201635,2806,2,1,32,downtown,yes,492100.0
L201636,2697,3,2,33,downtown,yes,530000.0
L201637,745,1,1,62,rural,no,66500.0
L201638,1533,2,1,11,suburbs,no,264200.0
L201639,2567,3,3,44,suburbs,yes,433100.0
L201640,3438,4,4,61,downtown,yes,659800.0
L201641,718,1,1,27,downtown,no,207600.0
L201642,3756,4,4,31,suburbs,yes,647000.0
L201643,967,1,1,54,suburbs,no,177200.0
L201644,3095,3,3,51,suburbs,yes,504000.0
L201645,1453,2,1,44,downtown,yes,277100.0
L201646,4122,4,4,34,rural,yes,641400.0
L201647,3302,3,3,3,rural,yes,550700.0
L201648,3682,3,3,12,suburbs,yes,632700.0
L201649,3764,5,4,38,suburbs,yes,671500.0
L201650,771,1,1,56,rural,no,100500.0
L201651,3902,3,3,16,suburbs,yes,686900.0
L201652,930,2,2,33,downtown,yes,279800.0
L201653,2716,3,2,19,suburbs,yes,448800.0
L201654,3173,3,2,14,downtown,no,533300.0
L201655,4109,5,4,71,downtown,yes,714300.0
L201656,3415,4,3,74,rural,yes,532300.0
L201657,3376,3,3,78,rural,yes,517500.0
L201658,4374,5,4,71,suburbs,yes,713900.0
L201659,663,1,1,32,rural,no,111200.0
L201660,612,3,2,58,waterfront,yes,311300.0
L201661,1342,1,1,22,suburbs,yes,256600.0
L201662,1524,1,1,46,waterfront,yes,391300.0
L201663,2549,4,4,20,waterfront,yes,649800.0
L201664,3843,4,3,50,downtown,no,637700.0
L201665,2131,3,3,33,waterfront,yes,562700.0
L201666,4076,5,4,28,waterfront,no,750300.0
L201667,3099,2,2,6,downtown,yes,575400.0
L201668,2411,1,1,21,suburbs,yes,392800.0
L201669,3693,5,4,35,downtown,no,654200.0
L201670,2486,2,2,47,suburbs,no,398300.0
L201671,766,2,1,66,suburbs,yes,151200.0
L201672,3929,5,4,59,downtown,no,727400.0
